preferredName_A,preferredName_B,score,Experimental System,Experimental System Type
ACOX1,RXRA,0.645,functional_association,functional
FABP1,CYP1A1,0.581,functional_association,functional
FABP1,FADS1,0.601,functional_association,functional
NOS3,ADIPOQ,0.606,functional_association,functional
ALB,HAO1,0.889,functional_association,functional
ALB,CASP3,0.815,functional_association,functional
ALB,GCG,0.839,functional_association,functional
ALB,ADIPOQ,0.854,functional_association,functional
ALB,AGT,0.868,functional_association,functional
ALB,TNF,0.87,functional_association,functional
ALB,ACTB,0.886,functional_association,functional
ALB,GPT2,0.892,functional_association,functional
ALB,LPA,0.805,functional_association,functional
ALB,GAPDH,0.895,functional_association,functional
ALB,SERPINA3,0.914,functional_association,functional
ALB,IL6,0.926,functional_association,functional
ALB,GPT,0.928,functional_association,functional
ALB,PXDNL,0.937,functional_association,functional
ALB,CYCS,0.986,functional_association,functional
ALB,ABCG2,0.807,functional_association,functional
ALB,LEP,0.805,functional_association,functional
HMGB2,TOP2A,0.512,functional_association,functional
ALB,CAV1,0.743,functional_association,functional
ALB,GPX5,0.713,functional_association,functional
ALB,GPX3,0.716,functional_association,functional
ALB,LPL,0.717,functional_association,functional
ALB,PCSK9,0.72,functional_association,functional
ALB,GPX2,0.721,functional_association,functional
ALB,GPX8,0.723,functional_association,functional
ALB,CYP3A4,0.744,functional_association,functional
ALB,ESR1,0.796,functional_association,functional
ALB,MMP9,0.745,functional_association,functional
ALB,CD209,0.746,functional_association,functional
ALB,BCL2,0.748,functional_association,functional
ALB,PPARA,0.751,functional_association,functional
ALB,PTGS2,0.772,functional_association,functional
ALB,AKT1,0.795,functional_association,functional
ALB,INS,0.999,functional_association,functional
HMGB2,HMGA1,0.585,functional_association,functional
FABP1,SCP2,0.614,functional_association,functional
NOS3,OLR1,0.542,functional_association,functional
NOS3,DHFR,0.446,functional_association,functional
NOS3,GPT,0.458,functional_association,functional
NOS3,GCG,0.48,functional_association,functional
NOS3,GSK3B,0.491,functional_association,functional
NOS3,SLC2A4,0.519,functional_association,functional
NOS3,PPARA,0.529,functional_association,functional
NOS3,JUN,0.543,functional_association,functional
NOS3,CD36,0.436,functional_association,functional
NOS3,LEP,0.545,functional_association,functional
NOS3,IRS1,0.561,functional_association,functional
NOS3,BCL2,0.579,functional_association,functional
NOS3,RHOA,0.581,functional_association,functional
NOS3,PPARD,0.586,functional_association,functional
NOS3,CASP3,0.604,functional_association,functional
NOS3,ADRB2,0.436,functional_association,functional
NOS3,ABCA1,0.429,functional_association,functional
HMGB2,SYVN1,0.682,functional_association,functional
STARD4,FDPS,0.503,functional_association,functional
STARD4,FDFT1,0.405,functional_association,functional
STARD4,NSDHL,0.438,functional_association,functional
STARD4,DHCR24,0.445,functional_association,functional
STARD4,NPC2,0.451,functional_association,functional
STARD4,DHCR7,0.456,functional_association,functional
STARD4,SCP2,0.459,functional_association,functional
STARD4,IDI1,0.543,functional_association,functional
NOS3,UCP2,0.416,functional_association,functional
STARD4,SREBF2,0.556,functional_association,functional
STARD4,NR1H3,0.568,functional_association,functional
STARD4,INSIG1,0.576,functional_association,functional
STARD4,HMGCS1,0.66,functional_association,functional
STARD4,SREBF1,0.671,functional_association,functional
NOS3,STK11,0.4,functional_association,functional
ALB,GPX6,0.713,functional_association,functional
ALB,GPX7,0.71,functional_association,functional
ALB,JUN,0.697,functional_association,functional
ALB,PDSS1,0.448,functional_association,functional
ALB,SLCO1A2,0.428,functional_association,functional
ALB,PSEN1,0.43,functional_association,functional
ALB,ADRB2,0.432,functional_association,functional
ALB,UCP2,0.443,functional_association,functional
ALB,CEL,0.444,functional_association,functional
ALB,CYP19A1,0.446,functional_association,functional
ALB,CYP2C8,0.45,functional_association,functional
ALB,GPX4,0.425,functional_association,functional
ALB,BACE1,0.454,functional_association,functional
ALB,SCD,0.455,functional_association,functional
ALB,DHFR,0.458,functional_association,functional
ALB,PNPLA2,0.462,functional_association,functional
ALB,FASN,0.465,functional_association,functional
ALB,TERT,0.469,functional_association,functional
ALB,LIPC,0.427,functional_association,functional
ALB,PPARD,0.425,functional_association,functional
ALB,HSPA5,0.687,functional_association,functional
FABP1,CPT2,0.726,functional_association,functional
FABP1,NR1H4,0.623,functional_association,functional
FABP1,ABCA1,0.655,functional_association,functional
FABP1,HMGCS1,0.669,functional_association,functional
FABP1,MTTP,0.719,functional_association,functional
FABP1,APOA5,0.721,functional_association,functional
FABP1,ACSL1,0.726,functional_association,functional
FABP1,AGT,0.73,functional_association,functional
ALB,XPR1,0.414,functional_association,functional
FABP1,HMGCS2,0.752,functional_association,functional
FABP1,ALB,0.776,functional_association,functional
FABP1,CD36,0.938,functional_association,functional
FABP1,PPARA,0.964,functional_association,functional
ALB,SREBF2,0.402,functional_association,functional
ALB,ABCG1,0.407,functional_association,functional
ALB,ABCB11,0.471,functional_association,functional
ALB,CYP2C19,0.473,functional_association,functional
ALB,LDHA,0.484,functional_association,functional
ALB,RHOA,0.624,functional_association,functional
ALB,NR1H4,0.553,functional_association,functional
ALB,CYP1A1,0.562,functional_association,functional
ALB,ABCB1,0.569,functional_association,functional
ALB,MGAM,0.571,functional_association,functional
ALB,SLC2A4,0.591,functional_association,functional
ALB,VCP,0.593,functional_association,functional
ALB,OLR1,0.624,functional_association,functional
ALB,CYP7A1,0.491,functional_association,functional
ALB,NOS3,0.624,functional_association,functional
ALB,MTOR,0.628,functional_association,functional
ALB,COQ2,0.629,functional_association,functional
ALB,CD36,0.64,functional_association,functional
ALB,HIF1A,0.642,functional_association,functional
ALB,GSK3B,0.674,functional_association,functional
ALB,GOT1,0.552,functional_association,functional
ALB,G6PD,0.547,functional_association,functional
ALB,ANGPTL3,0.545,functional_association,functional
ALB,H6PD,0.545,functional_association,functional
ALB,IRS1,0.542,functional_association,functional
ALB,SREBF1,0.541,functional_association,functional
ALB,PNLIP,0.53,functional_association,functional
ALB,ABCA1,0.524,functional_association,functional
ALB,GLUL,0.523,functional_association,functional
ALB,TBL1X,0.52,functional_association,functional
ALB,ABCC2,0.513,functional_association,functional
ALB,FOXO1,0.511,functional_association,functional
ALB,CYP2D6,0.509,functional_association,functional
ALB,MTTP,0.503,functional_association,functional
ALB,G6PC2,0.5,functional_association,functional
ALB,IGF1R,0.496,functional_association,functional
ALB,APOA5,0.496,functional_association,functional
ACAA1,HMGCS2,0.99,functional_association,functional
UBE2G2,INSIG1,0.454,functional_association,functional
COQ6,LBR,0.4,functional_association,functional
FOXO1,HIF1A,0.859,functional_association,functional
FOXO1,ADIPOQ,0.692,functional_association,functional
FOXO1,BCL2,0.7,functional_association,functional
FOXO1,TNF,0.721,functional_association,functional
FOXO1,IL6,0.736,functional_association,functional
FOXO1,GCG,0.77,functional_association,functional
FOXO1,IGF1R,0.783,functional_association,functional
FOXO1,PRKAG3,0.91,functional_association,functional
FOXO1,NR1H4,0.668,functional_association,functional
FOXO1,PRKAB1,0.916,functional_association,functional
FOXO1,ESR1,0.919,functional_association,functional
FOXO1,INS,0.944,functional_association,functional
FOXO1,AKT1,0.999,functional_association,functional
IDI1,ACACA,0.402,functional_association,functional
IDI1,NDUFAF6,0.406,functional_association,functional
FOXO1,PPARA,0.675,functional_association,functional
FOXO1,NCOA1,0.667,functional_association,functional
IDI1,HMGA1,0.543,functional_association,functional
FOXO1,ACACA,0.431,functional_association,functional
HAO1,H6PD,0.604,functional_association,functional
HAO1,PEX5,0.612,functional_association,functional
HAO1,MGAM,0.726,functional_association,functional
FOXO1,LPL,0.411,functional_association,functional
FOXO1,GPX2,0.423,functional_association,functional
FOXO1,GPX5,0.429,functional_association,functional
FOXO1,GPX8,0.448,functional_association,functional
FOXO1,GAPDH,0.65,functional_association,functional
FOXO1,GPX3,0.468,functional_association,functional
FOXO1,CD36,0.469,functional_association,functional
FOXO1,ABCG5,0.55,functional_association,functional
FOXO1,NCOA2,0.592,functional_association,functional
FOXO1,ACTB,0.642,functional_association,functional
FOXO1,UCP2,0.649,functional_association,functional
IDI1,ACLY,0.441,functional_association,functional
IDI1,EBP,0.622,functional_association,functional
HAO1,EPHX2,0.542,functional_association,functional
GPX3,LPL,0.405,functional_association,functional
VLDLR,NR1H3,0.527,functional_association,functional
VLDLR,PPARA,0.529,functional_association,functional
VLDLR,CD36,0.696,functional_association,functional
VLDLR,APOA5,0.711,functional_association,functional
VLDLR,PLTP,0.719,functional_association,functional
VLDLR,LPL,0.911,functional_association,functional
GPX3,GCG,0.416,functional_association,functional
VLDLR,NR1H4,0.428,functional_association,functional
GPX3,POR,0.426,functional_association,functional
GPX3,ESR1,0.427,functional_association,functional
GPX3,MGAM,0.45,functional_association,functional
GPX3,CYP1A1,0.473,functional_association,functional
GPX3,PLTP,0.486,functional_association,functional
GPX3,UCP2,0.52,functional_association,functional
VLDLR,MTTP,0.51,functional_association,functional
VLDLR,SPTLC3,0.422,functional_association,functional
IDI1,FDFT1,0.94,functional_association,functional
GART,COASY,0.521,functional_association,functional
IDI1,LSS,0.966,functional_association,functional
GART,HMGCLL1,0.406,functional_association,functional
GART,G6PD,0.419,functional_association,functional
GART,H6PD,0.494,functional_association,functional
GART,GAPDH,0.495,functional_association,functional
GART,EPHX2,0.516,functional_association,functional
GART,LDHA,0.54,functional_association,functional
VLDLR,INS,0.416,functional_association,functional
GART,PRKAG3,0.55,functional_association,functional
GART,ACLY,0.711,functional_association,functional
GART,ACACA,0.893,functional_association,functional
GART,DHFR,0.989,functional_association,functional
VLDLR,ACACA,0.402,functional_association,functional
VLDLR,DGAT1,0.407,functional_association,functional
HAO1,LSS,0.592,functional_association,functional
HAO1,INS,0.542,functional_association,functional
CYP19A1,BCL2,0.524,functional_association,functional
G6PC2,GCG,0.839,functional_association,functional
G6PC2,MGAM,0.532,functional_association,functional
G6PC2,ADIPOQ,0.567,functional_association,functional
G6PC2,PPARA,0.61,functional_association,functional
G6PC2,AKT1,0.62,functional_association,functional
G6PC2,FOXO1,0.701,functional_association,functional
G6PC2,ABCB11,0.71,functional_association,functional
G6PC2,INS,0.91,functional_association,functional
G6PC2,GPT,0.481,functional_association,functional
G6PC2,H6PD,0.942,functional_association,functional
G6PC2,HK1,0.942,functional_association,functional
G6PC2,G6PD,0.942,functional_association,functional
PDSS1,HAO1,0.468,functional_association,functional
PDSS1,LSS,0.59,functional_association,functional
PDSS1,NDUFAF6,0.616,functional_association,functional
G6PC2,NR1H4,0.495,functional_association,functional
G6PC2,GPX5,0.475,functional_association,functional
PDSS1,IDI1,0.663,functional_association,functional
G6PC2,CD36,0.419,functional_association,functional
PFKFB1,H6PD,0.59,functional_association,functional
PFKFB1,PRKAG3,0.75,functional_association,functional
PFKFB1,PRKAB1,0.757,functional_association,functional
PFKFB1,HK1,0.765,functional_association,functional
PFKFB1,PFKFB3,0.923,functional_association,functional
G6PC2,GAPDH,0.412,functional_association,functional
G6PC2,UCP2,0.426,functional_association,functional
G6PC2,ACACA,0.459,functional_association,functional
G6PC2,GPX3,0.427,functional_association,functional
G6PC2,GPX2,0.427,functional_association,functional
G6PC2,GPX8,0.427,functional_association,functional
G6PC2,MTTP,0.429,functional_association,functional
G6PC2,LPL,0.432,functional_association,functional
G6PC2,IL6,0.433,functional_association,functional
PDSS1,UBIAD1,0.637,functional_association,functional
PDSS1,FDFT1,0.952,functional_association,functional
HAO1,GPT,0.503,functional_association,functional
SYVN1,AUP1,0.987,functional_association,functional
UBIAD1,HAO1,0.807,functional_association,functional
UBIAD1,IDI1,0.823,functional_association,functional
SYVN1,MTTP,0.434,functional_association,functional
SYVN1,MBTPS2,0.458,functional_association,functional
SYVN1,ERLIN1,0.807,functional_association,functional
SYVN1,ERLIN2,0.857,functional_association,functional
AUP1,DGAT1,0.402,functional_association,functional
UBIAD1,LSS,0.443,functional_association,functional
AUP1,MTTP,0.503,functional_association,functional
AUP1,ERLIN2,0.534,functional_association,functional
HAO1,HMGCLL1,0.402,functional_association,functional
HAO1,LDHA,0.41,functional_association,functional
HAO1,DHRS7B,0.42,functional_association,functional
HAO1,HSDL2,0.432,functional_association,functional
UBIAD1,RNF145,0.533,functional_association,functional
MTHFR,DHFR,0.843,functional_association,functional
MTHFR,FDFT1,0.4,functional_association,functional
MTHFR,ABCC2,0.456,functional_association,functional
MTHFR,INS,0.403,functional_association,functional
MTHFR,HMGCLL1,0.404,functional_association,functional
MTHFR,EPHX2,0.406,functional_association,functional
